batch_name,instrument_name,batch_passed,reviewer_name,batch_collected_timestamp,review_start_timestamp,review_complete_timestamp,parameter,codeine,hydrocodone,hydromorphone,morphine,oxycodone,oxymorphone
b782507,bashful,TRUE,Brad,2017-02-02 01:24:54,2017-02-02 11:28:48,2017-02-02 12:01:23,calibration_slope,0.00718961233052787,0.007231273041019242,0.007145059286842573,0.006709396122398537,0.0066637026859946115,0.007131657772174265
b691737,sneezy,TRUE,Charles,2017-02-01 23:51:47,2017-02-02 11:41:48,2017-02-02 12:04:29,calibration_slope,0.006875437550245858,0.006764841308052028,0.006903304701951796,0.007419827086006274,0.006632336126813255,0.007135439339077108
b202951,grumpy,TRUE,Charles,2017-02-02 01:06:49,2017-02-02 10:29:22,2017-02-02 11:07:58,calibration_slope,0.006558210259190433,0.007605526398954354,0.0072821487667198365,0.007561838420414915,0.006596020149152286,0.006525467972591616
b690736,sleepy,TRUE,Charles,2017-02-01 23:15:24,2017-02-02 11:36:44,2017-02-02 12:01:32,calibration_slope,0.007383157391991144,0.007465931426793862,0.007109713521904314,0.006810924374609365,0.006657408680421116,0.007449918044910976
b422246,dopey,TRUE,Xavier,2017-02-01 21:24:04,2017-02-02 12:18:27,2017-02-02 12:47:05,calibration_slope,0.006533527754602554,0.007098969319739569,0.007480861624360132,0.006927633785343333,0.007248310868093257,0.007411663973483482
b285000,bashful,TRUE,Brad,2017-02-02 00:29:43,2017-02-02 13:38:01,2017-02-02 14:21:15,calibration_slope,0.007521918230396352,0.00732287216745596,0.006942247350460091,0.006135998117495426,0.006744553668992354,0.007600041098243126
b323111,sneezy,TRUE,Brad,2017-02-01 21:04:32,2017-02-02 09:47:02,2017-02-02 10:11:57,calibration_slope,0.006929807741198924,0.007157769023516587,0.006650121779043777,0.0069590541690429455,0.006628497415170079,0.0069795205691378665
b332521,bashful,TRUE,Charles,2017-02-01 22:18:04,2017-02-02 09:28:19,2017-02-02 09:52:42,calibration_slope,0.007589300879963861,0.006858998294880845,0.006969599716987929,0.005982289885813944,0.006692244035973532,0.007528473765122093
b462498,sneezy,TRUE,Brad,2017-02-02 01:16:57,2017-02-02 13:29:21,2017-02-02 14:01:36,calibration_slope,0.00654460664366429,0.007367142076304715,0.0068152342490732905,0.0062220535057533055,0.0070241064969712285,0.007153646527137172
b133224,dopey,TRUE,Brad,2017-02-01 21:34:45,2017-02-02 10:41:04,2017-02-02 11:16:40,calibration_slope,0.006846815797386919,0.007035592950721915,0.007081034100120705,0.006422541875117543,0.006478116615578197,0.007126180204006115
b150995,dopey,TRUE,Xavier,2017-02-01 23:25:27,2017-02-02 12:17:29,2017-02-02 12:59:09,calibration_slope,0.0071291755813291295,0.007228224825854568,0.00714871597297947,0.00745271390087449,0.006576957681113585,0.007331173672655361
b164184,dopey,TRUE,Xavier,2017-02-01 22:39:13,2017-02-02 12:16:34,2017-02-02 12:39:41,calibration_slope,0.006671648325765109,0.0073993130552898615,0.0066396721516434574,0.007253073338143635,0.00660549201957297,0.00764643643966877
b802924,happy,TRUE,Alice,2017-02-02 01:35:02,2017-02-02 09:36:36,2017-02-02 09:52:40,calibration_slope,0.006959051978070798,0.007133858847703985,0.0068649693693725675,0.006618612208174979,0.005678522757007442,0.007070666174605262
b714591,sleepy,TRUE,Charles,2017-02-01 22:10:42,2017-02-02 09:17:34,2017-02-02 09:37:52,calibration_slope,0.006503247329554492,0.007111422678590895,0.0070100355831341265,0.0073852591353134175,0.007652121990430321,0.006931474842485372
b759972,sleepy,TRUE,Brad,2017-02-02 01:11:31,2017-02-02 10:03:30,2017-02-02 10:40:04,calibration_slope,0.006359640085568444,0.007274262760958865,0.006965082817656869,0.006669315165403396,0.007361650741664625,0.006994328620226372
b154725,bashful,TRUE,Yolanda,2017-02-02 00:14:01,2017-02-02 10:27:13,2017-02-02 10:46:38,calibration_slope,0.00668474426689674,0.006848142251722297,0.007236887767459563,0.006746044155857611,0.006886224922173191,0.007480106509780489
b561125,sleepy,TRUE,Brad,2017-02-01 23:45:03,2017-02-02 10:40:39,2017-02-02 11:20:16,calibration_slope,0.007612373392999109,0.0067257714963075855,0.00681223661870514,0.007273529464560818,0.007128346225985515,0.006781734528414074
b324758,happy,TRUE,Xavier,2017-02-02 20:47:58,2017-02-03 13:13:19,2017-02-03 13:55:38,calibration_slope,0.006803111710923691,0.0061667811465040525,0.006899639296292119,0.0070012775533446385,0.007258184643619769,0.006741966019702565
b649537,happy,TRUE,Zachary,2017-02-03 00:52:51,2017-02-03 10:25:01,2017-02-03 11:03:05,calibration_slope,0.006683865833856408,0.008171379059127284,0.007366889704223945,0.006991317757158169,0.006949941392843713,0.0069736556513655444
b483641,grumpy,TRUE,Zachary,2017-02-02 23:42:56,2017-02-03 12:37:18,2017-02-03 12:56:18,calibration_slope,0.007307552451875528,0.006196534965821045,0.006181372954402231,0.007227436681993245,0.007013700250780852,0.00634798782212199
b144683,happy,TRUE,Charles,2017-02-02 20:34:21,2017-02-03 12:04:22,2017-02-03 12:19:43,calibration_slope,0.007374927405800226,0.007052541899275529,0.007147175389645609,0.007257013285111294,0.006993432362458862,0.007104613794706345
b106839,sneezy,TRUE,Yolanda,2017-02-02 23:44:40,2017-02-03 13:15:15,2017-02-03 13:44:08,calibration_slope,0.0066719783969788615,0.0074099751148713035,0.007348867044968539,0.00682488836707122,0.007060908745206852,0.007363307236914575
b760162,sneezy,TRUE,Xavier,2017-02-02 20:25:05,2017-02-03 11:18:51,2017-02-03 11:39:03,calibration_slope,0.00793607305499102,0.007424336152795127,0.00691917450629871,0.007645520090290621,0.006905562122768772,0.006841213242045665
b735816,happy,TRUE,Brad,2017-02-02 22:40:50,2017-02-03 12:38:19,2017-02-03 13:03:44,calibration_slope,0.0072889345202149574,0.006834524737363712,0.007851940862674505,0.007112064346491823,0.006853550069720095,0.0066031793655854775
b869586,doc,TRUE,Charles,2017-02-02 22:52:27,2017-02-03 10:14:58,2017-02-03 10:51:41,calibration_slope,0.008106819529022213,0.0073999942282676305,0.00847991152788222,0.008559640357265927,0.007932310827658851,0.007585063822022419
b221865,grumpy,TRUE,Charles,2017-02-02 20:50:08,2017-02-03 13:15:15,2017-02-03 13:58:11,calibration_slope,0.007854800755405266,0.006612967585210519,0.0070487144266513976,0.006727281465093834,0.0073515948904882954,0.007266706443287145
b299055,grumpy,TRUE,Zachary,2017-02-02 22:56:27,2017-02-03 10:20:05,2017-02-03 10:35:19,calibration_slope,0.007254952116359601,0.0076331592015976635,0.006838484515861146,0.006663908644726522,0.006774036794036727,0.006987876845725906
b520655,grumpy,TRUE,Yolanda,2017-02-02 21:41:23,2017-02-03 11:28:42,2017-02-03 11:56:47,calibration_slope,0.007050044829793217,0.007705536407904646,0.006480075607601604,0.00772009358037247,0.007258215317940948,0.00658390732211641
b571855,happy,TRUE,Alice,2017-02-03 01:33:17,2017-02-03 12:02:45,2017-02-03 12:25:31,calibration_slope,0.0076336414192565314,0.00708902803037987,0.006803889484769496,0.00666788711174461,0.006467468190109983,0.007145774514707155
b204926,doc,TRUE,Zachary,2017-02-02 23:45:49,2017-02-03 12:14:58,2017-02-03 12:59:17,calibration_slope,0.008383422130212446,0.0073574302699563115,0.008191386880418669,0.00602002148918815,0.0064813781691710984,0.008419098698626453
b208463,happy,TRUE,Xavier,2017-02-02 20:47:58,2017-02-03 12:40:35,2017-02-03 13:10:49,calibration_slope,0.007193701040230853,0.007327262153613976,0.006073085566414604,0.00669395434772948,0.006564937717946978,0.0071076206612627835
b824323,doc,TRUE,Zachary,2017-02-02 20:39:11,2017-02-03 10:29:20,2017-02-03 10:57:47,calibration_slope,0.007767873491608,0.00813330943011128,0.007413375346498351,0.008732202500518855,0.00784752474336186,0.00791555887314295
b218490,happy,TRUE,Brad,2017-02-02 23:44:22,2017-02-03 10:31:49,2017-02-03 11:04:04,calibration_slope,0.007107570540006536,0.006118411977661569,0.0066040114945178285,0.007716720473882234,0.007707983334475227,0.006968102957586019
b211510,grumpy,TRUE,Yolanda,2017-02-02 20:35:29,2017-02-03 09:18:25,2017-02-03 10:03:03,calibration_slope,0.007270130026058881,0.006954694923946995,0.007543019305371008,0.007058296326852336,0.006887014222724645,0.006904349080425455
b248825,grumpy,TRUE,Zachary,2017-02-02 22:00:56,2017-02-03 13:54:06,2017-02-03 14:29:49,calibration_slope,0.007812303703215232,0.006974521839148796,0.007138331990907219,0.007133847580496754,0.007094794414157385,0.007386861839252074
b523009,happy,TRUE,Xavier,2017-02-02 21:43:31,2017-02-03 09:34:39,2017-02-03 09:57:06,calibration_slope,0.007155696639566316,0.007693716573277958,0.006695987066068543,0.0068150679540915065,0.00700473939350586,0.006315152765834223
b329271,doc,TRUE,Brad,2017-02-03 01:55:33,2017-02-03 10:48:49,2017-02-03 11:22:24,calibration_slope,0.00739742187209563,0.00863598084589335,0.007049324579331759,0.007336424030002537,0.007564014884202775,0.0077954898221496245
b130963,doc,TRUE,Charles,2017-02-04 01:09:21,2017-02-04 09:29:22,2017-02-04 10:11:01,calibration_slope,0.00831683766937948,0.007974521473209484,0.006872089301276905,0.008514474999354852,0.007562871266368435,0.007032617747416376
b376773,dopey,TRUE,Zachary,2017-02-03 21:26:08,2017-02-04 12:01:06,2017-02-04 12:31:23,calibration_slope,0.00712659849115114,0.006716509673289277,0.006752195564559687,0.00740345126336329,0.0069116182360010854,0.007305978346662277
b860807,sneezy,TRUE,Yolanda,2017-02-03 23:37:13,2017-02-04 09:41:48,2017-02-04 10:19:05,calibration_slope,0.0073531316388315724,0.00701770429191417,0.006993602493178803,0.0069765956750985555,0.007248283309038497,0.007310384805867144
b218703,sleepy,TRUE,Yolanda,2017-02-03 21:40:37,2017-02-04 11:53:01,2017-02-04 12:11:35,calibration_slope,0.007132963301268758,0.006842925344433506,0.007296941169866356,0.007048705774143731,0.007467645334505223,0.007063209848017612
b165343,bashful,TRUE,Zachary,2017-02-03 22:17:44,2017-02-04 12:57:39,2017-02-04 13:21:01,calibration_slope,0.007243694647139358,0.0068810460607243475,0.0069657089007710195,0.0063107615402364595,0.006804781166880635,0.006775008010061685
b155723,sneezy,TRUE,Yolanda,2017-02-03 23:45:04,2017-02-04 11:23:37,2017-02-04 12:01:32,calibration_slope,0.007732298456115897,0.006730934378664094,0.006772823377781042,0.006929143992765066,0.007278991611506117,0.006802235549546178
b801812,sleepy,TRUE,Alice,2017-02-03 23:42:13,2017-02-04 12:18:22,2017-02-04 12:54:09,calibration_slope,0.007324294034038482,0.006976297232423402,0.006912073359406779,0.00764855888386262,0.007832079535858476,0.007138744466632109
b323027,dopey,TRUE,Brad,2017-02-03 21:57:08,2017-02-04 11:41:48,2017-02-04 12:09:12,calibration_slope,0.005634770861166902,0.006916386938856466,0.007488301885479786,0.007278711720095641,0.007080816975821353,0.006864314435229868
b866516,happy,TRUE,Brad,2017-02-03 21:43:04,2017-02-04 13:15:37,2017-02-04 13:57:11,calibration_slope,0.006790678713202518,0.007274930730550362,0.006916714547362025,0.007415704912008237,0.006466150205936191,0.0066742575807292835
b787292,happy,TRUE,Yolanda,2017-02-04 00:10:42,2017-02-04 13:34:44,2017-02-04 13:55:33,calibration_slope,0.007100101162662611,0.0070776054847980635,0.007376722558054856,0.00717717668052278,0.007837715474157328,0.007566541854734143
b151743,doc,TRUE,Zachary,2017-02-03 20:12:32,2017-02-04 12:33:35,2017-02-04 13:13:26,calibration_slope,0.00747643199603329,0.00799546781719681,0.008279089422496316,0.008098590258804605,0.007806684474440324,0.00843225775551965
b350247,bashful,TRUE,Xavier,2017-02-03 21:36:08,2017-02-04 09:46:44,2017-02-04 10:28:08,calibration_slope,0.006446810769708094,0.006685036125595248,0.006856860276068787,0.006858390671384119,0.006852471959362152,0.006808463412213066
b354877,dopey,TRUE,Charles,2017-02-03 21:41:06,2017-02-04 12:19:53,2017-02-04 12:43:46,calibration_slope,0.0056034931199798405,0.007358350524387236,0.007193577305386758,0.007536801070584312,0.007518053082486078,0.0070387906505137016
b452893,dopey,TRUE,Alice,2017-02-03 20:25:35,2017-02-04 10:09:04,2017-02-04 10:24:20,calibration_slope,0.007136593101220347,0.006953571034788498,0.006891322578983657,0.00729157233893198,0.007231999743809769,0.0066681952763281765
b648699,dopey,TRUE,Yolanda,2017-02-04 01:42:00,2017-02-04 13:29:10,2017-02-04 13:48:49,calibration_slope,0.007205909815094783,0.00690730751334948,0.007022503318616702,0.006685292508539119,0.007562488228198993,0.006830653786361787
b307175,doc,TRUE,Xavier,2017-02-03 22:41:55,2017-02-04 11:55:45,2017-02-04 12:38:51,calibration_slope,0.008453166681592916,0.008228262090983617,0.00798789279475248,0.00831719980854284,0.007995912899868422,0.008245445061578194
b658065,dopey,TRUE,Yolanda,2017-02-04 00:37:32,2017-02-04 10:45:16,2017-02-04 11:04:06,calibration_slope,0.006688035253119191,0.006975925884111037,0.00674593460874678,0.007608749412698953,0.006610599413441683,0.006529898272396149
b493536,grumpy,TRUE,Yolanda,2017-02-04 00:06:36,2017-02-04 11:52:30,2017-02-04 12:11:55,calibration_slope,0.007842810472876943,0.0067638246943530775,0.007369342110847901,0.0065320813851052996,0.006856774110464574,0.006766789953590157
b468187,dopey,TRUE,Brad,2017-02-04 00:11:24,2017-02-04 09:32:28,2017-02-04 10:11:15,calibration_slope,0.007271773694043188,0.007367665287494569,0.007472623699292779,0.006679153146282281,0.007076094309692503,0.007232557768710294
b262601,bashful,TRUE,Brad,2017-02-03 22:47:33,2017-02-04 12:02:26,2017-02-04 12:21:56,calibration_slope,0.007232115443552678,0.007347405813205944,0.006121052067437076,0.007829662654693259,0.0068227047644423425,0.0069769010132261725
b794308,happy,TRUE,Yolanda,2017-02-04 22:18:08,2017-02-05 13:13:07,2017-02-05 13:41:50,calibration_slope,0.006592397405185899,0.007068656041588825,0.007193583965040061,0.00708650216206408,0.005900521495411581,0.0077672877084154004
b185074,dopey,TRUE,Brad,2017-02-04 22:58:30,2017-02-05 12:34:50,2017-02-05 13:03:40,calibration_slope,0.007172690715735246,0.006682307319568329,0.006527229729143203,0.00687500519543593,0.007123284747903762,0.006891140144782997
b394697,happy,TRUE,Zachary,2017-02-05 01:05:36,2017-02-05 12:21:54,2017-02-05 12:40:11,calibration_slope,0.006847089850693268,0.006435943454377236,0.007325793275195508,0.0069838628702624155,0.0077776195127543,0.006598039386845535
b379622,doc,TRUE,Alice,2017-02-05 00:25:07,2017-02-05 10:34:44,2017-02-05 11:06:40,calibration_slope,0.008266752941918825,0.007696493444517275,0.007689101288326125,0.007479267856750466,0.007195826792028277,0.00870734348792772
b151179,grumpy,TRUE,Yolanda,2017-02-04 23:27:45,2017-02-05 11:06:16,2017-02-05 11:45:14,calibration_slope,0.007333128557333191,0.007953516700637767,0.007151670731238219,0.0074490927929236565,0.006782811891610194,0.007346970082034079
b336333,happy,TRUE,Alice,2017-02-04 20:29:01,2017-02-05 13:49:44,2017-02-05 14:15:21,calibration_slope,0.0072086312033445175,0.007519145281215456,0.006857003391857639,0.00667347790462819,0.007289402697675235,0.006819533333359754
b415044,grumpy,TRUE,Alice,2017-02-05 00:22:53,2017-02-05 12:22:54,2017-02-05 12:39:35,calibration_slope,0.006901386389243535,0.006300154522675249,0.007085788247524152,0.007003878429611182,0.006184916679159023,0.007070169870498668
b274995,sneezy,TRUE,Yolanda,2017-02-04 21:06:41,2017-02-05 13:40:21,2017-02-05 14:14:13,calibration_slope,0.006816273295011686,0.006969543337547565,0.006952367672834238,0.007487661000281251,0.00740207755581625,0.007536483840356568
b859370,sneezy,TRUE,Charles,2017-02-04 22:00:15,2017-02-05 10:42:23,2017-02-05 11:16:33,calibration_slope,0.007341331365600775,0.007492819874783376,0.007026918767974064,0.006814507388779314,0.007817680039061341,0.006858975629594336
b192008,bashful,TRUE,Charles,2017-02-04 22:59:51,2017-02-05 12:52:20,2017-02-05 13:31:01,calibration_slope,0.007596901461807206,0.007094369490524805,0.006652121078320913,0.007122393092907559,0.006595607016428151,0.007600612992588163
b490576,grumpy,TRUE,Brad,2017-02-04 21:52:55,2017-02-05 09:32:11,2017-02-05 10:04:39,calibration_slope,0.007143338681897596,0.006612322097950548,0.006586152213052727,0.007588518073060581,0.006756570766004579,0.006895733340771078
b473557,dopey,TRUE,Xavier,2017-02-04 20:44:52,2017-02-05 09:53:29,2017-02-05 10:21:12,calibration_slope,0.007419076813549407,0.006977175648141797,0.007350325458823331,0.007764616665837256,0.006481994015796907,0.006696153569659419
b783462,grumpy,TRUE,Yolanda,2017-02-04 20:22:01,2017-02-05 10:16:28,2017-02-05 10:46:17,calibration_slope,0.006785390906617271,0.006989796884706126,0.007010378582759579,0.006910632506430618,0.00733194555581025,0.006883795086817528
b883400,bashful,TRUE,Zachary,2017-02-04 21:36:34,2017-02-05 11:32:51,2017-02-05 11:58:42,calibration_slope,0.00714900605721647,0.007378721388406966,0.006643079264821329,0.007117077731435642,0.006415852802044964,0.007073867216440554
b158629,dopey,TRUE,Xavier,2017-02-05 01:54:45,2017-02-05 10:49:38,2017-02-05 11:20:03,calibration_slope,0.006863965436652852,0.007201429596779711,0.007247022282231665,0.007407032669872551,0.0073900297332657695,0.006646673140130107
b182925,doc,TRUE,Zachary,2017-02-04 20:01:32,2017-02-05 10:46:41,2017-02-05 11:14:39,calibration_slope,0.008222844863314387,0.008110972878972377,0.006886579776826223,0.007872229436778979,0.007741931741177425,0.008461399507233083
b569316,happy,TRUE,Alice,2017-02-04 20:58:01,2017-02-05 10:00:33,2017-02-05 10:29:16,calibration_slope,0.0072656606361473156,0.006960088629772939,0.006928846168904202,0.007419360456737,0.006076420817860225,0.007138870933018348
b443060,sneezy,TRUE,Zachary,2017-02-04 22:50:14,2017-02-05 12:18:28,2017-02-05 12:37:22,calibration_slope,0.007251646205532743,0.007036663990513036,0.007245006176178221,0.006713612859774132,0.006921297633529966,0.006769310478728924
b698876,sneezy,TRUE,Zachary,2017-02-04 22:09:12,2017-02-05 13:01:41,2017-02-05 13:16:48,calibration_slope,0.00640743473378318,0.006427984018060852,0.007107255402002204,0.006365786034857397,0.007546073223381019,0.006587899892560193
b208048,dopey,TRUE,Charles,2017-02-05 00:47:59,2017-02-05 13:14:57,2017-02-05 13:42:22,calibration_slope,0.006177540026457338,0.0066497664652276295,0.006420243249215308,0.007358450653538559,0.006707283833603899,0.006794060536665761
b802253,doc,TRUE,Xavier,2017-01-06 21:40:27,2017-01-07 13:43:08,2017-01-07 14:09:41,calibration_intercept,-5.01627742391049e-6,4.5636359627489424e-5,-4.37875419050733e-5,-5.757449237177323e-6,1.2571694521399439e-5,5.154394281337129e-6
b252474,sneezy,TRUE,Xavier,2017-01-06 23:38:21,2017-01-07 11:15:34,2017-01-07 11:48:04,calibration_intercept,-3.9520285734253784e-5,-2.853450988498514e-6,3.9972748646719666e-5,-7.964009279738222e-5,-4.999104703592894e-5,-2.477444128216154e-5
b856639,grumpy,TRUE,Brad,2017-01-06 22:32:40,2017-01-07 09:22:38,2017-01-07 10:05:09,calibration_intercept,1.0414535764298168e-5,-3.882776238276988e-5,1.744139310954566e-5,5.629652629142854e-6,-2.7658760218596595e-5,6.505723566575104e-7
b678409,bashful,TRUE,Zachary,2017-01-07 01:30:45,2017-01-07 09:08:17,2017-01-07 09:35:10,calibration_intercept,-4.3850794302878234e-5,2.999567483668241e-5,2.189119915488519e-5,5.990898140566249e-6,-4.833539523752324e-5,-4.698613330521886e-5
b829912,sneezy,TRUE,Xavier,2017-01-06 22:19:39,2017-01-07 12:09:14,2017-01-07 12:29:25,calibration_intercept,8.643054945662147e-6,-3.7886562554483414e-6,-2.0582048458154207e-5,-1.3835407204484083e-5,-4.95300271457881e-5,-2.9209842146056318e-5
b567436,doc,TRUE,Yolanda,2017-01-06 23:05:10,2017-01-07 09:54:01,2017-01-07 10:15:20,calibration_intercept,-2.9191628471636866e-5,-5.0819399280416234e-5,-4.919357703436614e-5,-0,5.134525106880698e-6,6.68126173052805e-6
b567885,sneezy,TRUE,Zachary,2017-01-06 21:52:17,2017-01-07 13:27:17,2017-01-07 13:42:23,calibration_intercept,-1.3332845461764084e-5,2.1574738652612698e-5,3.2905987567526485e-5,7.7230371353492e-6,-1.5774112405429144e-5,-2.1620851307412693e-5
b220333,happy,TRUE,Zachary,2017-01-07 01:52:29,2017-01-07 10:44:15,2017-01-07 11:23:58,calibration_intercept,5.583190819924659e-6,5.0010314703334956e-5,3.65863470086053e-5,7.5607992428370855e-6,-3.049965619328983e-5,8.247982582163268e-6
b629177,happy,TRUE,Zachary,2017-01-06 23:54:23,2017-01-07 09:18:54,2017-01-07 09:44:51,calibration_intercept,6.166386082688979e-6,-1.6704549619505057e-5,4.3203196008994405e-6,1.5479584985481143e-5,-2.209646121366729e-5,2.307392647024814e-5
b731080,bashful,TRUE,Zachary,2017-01-06 20:08:09,2017-01-07 12:08:16,2017-01-07 12:25:43,calibration_intercept,3.0482098664242362e-05,-2.3515667604019858e-5,-2.6601702974552967e-5,-2.7849486860028194e-5,-8.880599976779043e-7,3.81993032810672e-5
b128412,grumpy,TRUE,Alice,2017-01-06 22:33:21,2017-01-07 10:24:57,2017-01-07 11:09:53,calibration_intercept,9.868619475967904e-6,-5.758631497704019e-5,2.538916108119876e-5,1.788248131114442e-5,4.4769599342999815e-5,1.4572583416988257e-5
b788203,dopey,TRUE,Xavier,2017-01-06 21:46:27,2017-01-07 09:29:05,2017-01-07 09:45:18,calibration_intercept,1.032548267804602e-5,-6.595382571166966e-5,-8.016880803566345e-6,8.19265837868883e-6,-3.85606589013024e-5,-1.1150207466741784e-5
b159580,doc,TRUE,Charles,2017-01-06 23:36:01,2017-01-07 10:01:01,2017-01-07 10:34:37,calibration_intercept,-4.78951948663059e-5,-4.265518695089655e-5,-3.224838132704666e-5,2.8325097537165052e-5,-5.5599722744323334e-5,-2.561536100867771e-5
b739780,dopey,TRUE,Alice,2017-01-06 22:39:24,2017-01-07 13:57:27,2017-01-07 14:35:31,calibration_intercept,-2.7642753570243977e-5,5.96502819413743e-6,-2.8378976069918512e-5,-2.165728740319613e-5,-4.0797626409739044e-5,2.0618669572087314e-6
b170708,sneezy,TRUE,Zachary,2017-01-06 23:55:13,2017-01-07 10:47:41,2017-01-07 11:10:16,calibration_intercept,1.4686416314515105e-5,4.343834766663908e-5,-1.3553079490501794e-5,-7.344727857972665e-7,7.18933918389437e-6,1.8093112808988968e-5
b638794,happy,TRUE,Xavier,2017-01-06 21:49:52,2017-01-07 12:58:27,2017-01-07 13:36:48,calibration_intercept,-1.1610039158686866e-5,-1.0460607450756601e-5,2.7180499481467312e-05,-2.7055677729254967e-5,6.95174616410492e-7,-1.566894643770308e-5
b100302,sleepy,TRUE,Alice,2017-01-06 20:14:07,2017-01-07 12:08:37,2017-01-07 12:46:32,calibration_intercept,-4.784803496084742e-5,1.9848399293509566e-5,-2.8500511684009184e-6,-3.281486889532596e-5,-2.6213961224752864e-5,2.0689482583785488e-5
b226807,bashful,TRUE,Alice,2017-01-07 01:25:10,2017-01-07 13:43:55,2017-01-07 14:12:17,calibration_intercept,3.740658072640738e-5,-1.5502544873550645e-5,-3.041729204751884e-5,-1.0874256122998139e-5,2.894090264395563e-5,-5.9159618550048117e-5
b608671,dopey,TRUE,Xavier,2017-01-06 22:29:46,2017-01-07 13:22:17,2017-01-07 13:47:58,calibration_intercept,8.28376287786149e-5,-4.196858358290548e-5,8.7919075240804455e-06,1.2021059830360927e-5,4.7781023927205475e-6,5.10160889100038e-5
b261150,dopey,TRUE,Charles,2017-01-06 21:44:56,2017-01-07 09:40:41,2017-01-07 10:09:29,calibration_intercept,-5.572676535876148e-5,-2.071380051566683e-5,-3.627547282286083e-5,-2.8194740225926092e-5,1.3023684367102671e-5,-4.741595599181926e-5
b469201,sleepy,TRUE,Yolanda,2017-01-07 23:18:10,2017-01-08 09:20:39,2017-01-08 10:01:07,calibration_intercept,2.189898705601581e-5,1.6885955140156486e-5,3.1881663684066963e-6,9.872891071533955e-6,1.6036521091843104e-5,-2.74044806459174e-5
b417377,happy,TRUE,Alice,2017-01-08 00:22:13,2017-01-08 11:51:38,2017-01-08 12:14:01,calibration_intercept,1.7297914446670486e-5,-6.698029451879931e-5,-2.4084874779441686e-5,-4.0380042465308244e-5,4.5788206708576264e-5,-8.02733827695854e-5
b173735,happy,TRUE,Zachary,2017-01-07 22:30:24,2017-01-08 10:50:21,2017-01-08 11:07:52,calibration_intercept,-4.797630488741774e-5,5.628441956484123e-6,2.0105420473567915e-5,-1.9729465220189327e-5,4.0590447338171554e-5,-6.316646934503695e-5
b332332,doc,TRUE,Charles,2017-01-07 20:57:13,2017-01-08 13:54:11,2017-01-08 14:38:32,calibration_intercept,-1.0003007364893325e-6,2.335959280634503e-5,-2.1882996525363325e-5,-7.676613370024921e-6,7.787031224070813e-5,-2.148075284358072e-5
b653237,sleepy,TRUE,Yolanda,2017-01-07 22:44:29,2017-01-08 09:29:47,2017-01-08 09:53:58,calibration_intercept,-5.924061882378283e-6,4.122494147495029e-5,-2.502182389642247e-5,2.176708444302619e-5,-2.700951226331589e-5,-2.9041578123893408e-5
b817308,bashful,TRUE,Xavier,2017-01-08 00:49:42,2017-01-08 12:49:49,2017-01-08 13:24:49,calibration_intercept,1.3098271370787768e-5,-1.220272165054817e-5,3.277479755522008e-5,1.6311674241992318e-6,-2.94978745540448e-5,-1.0572137725813018e-5
b211453,sneezy,TRUE,Xavier,2017-01-07 23:19:16,2017-01-08 13:54:07,2017-01-08 14:24:40,calibration_intercept,9.016845263066061e-6,1.3745990723589958e-5,-1.5759888820882037e-5,-6.525652828170531e-6,-2.0750323141233165e-5,4.252287851754818e-5
b351026,dopey,TRUE,Xavier,2017-01-08 01:12:10,2017-01-08 12:45:54,2017-01-08 13:19:18,calibration_intercept,6.442556002236974e-5,-3.724899160619819e-5,1.2768649668488938e-5,1.846693361860788e-5,1.3599509454528148e-5,-2.6475184178600705e-5
b758010,sleepy,TRUE,Yolanda,2017-01-08 00:32:17,2017-01-08 10:02:01,2017-01-08 10:34:16,calibration_intercept,-3.152730341997242e-5,2.006761997948456e-5,8.333492507653967e-5,-5.727131585765752e-5,4.900887455660759e-5,3.919180969089965e-5
b398206,bashful,TRUE,Yolanda,2017-01-07 21:05:08,2017-01-08 09:20:03,2017-01-08 09:38:29,calibration_intercept,-6.220334615110749e-6,6.574184774896062e-5,-3.1319107264839436e-5,-6.520368995549564e-5,-1.1119040554499905e-5,1.2115899741850589e-5
b562647,grumpy,TRUE,Zachary,2017-01-08 01:24:56,2017-01-08 13:25:48,2017-01-08 13:42:08,calibration_intercept,-2.1462371084420034e-5,-2.5687461944721766e-5,2.3203325622606198e-5,4.917713901531316e-6,-6.302147494282604e-5,1.4174343259916703e-5
b767439,sneezy,TRUE,Yolanda,2017-01-07 21:32:57,2017-01-08 09:13:16,2017-01-08 09:40:57,calibration_intercept,1.8892792989396913e-5,-3.623294025687719e-5,8.076454171398656e-6,-7.78246267215661e-6,-3.486496512360449e-5,4.912978219271948e-5
b891091,bashful,TRUE,Brad,2017-01-08 00:04:51,2017-01-08 09:06:08,2017-01-08 09:40:25,calibration_intercept,-2.417872474242744e-5,1.3945752214037535e-5,-3.114250666352601e-5,-3.441274089912452e-5,2.9607346528103887e-5,3.381943838428082e-5
b698014,dopey,TRUE,Charles,2017-01-07 20:44:26,2017-01-08 13:24:11,2017-01-08 13:39:34,calibration_intercept,1.4790909070940916e-5,2.1396330928585912e-5,-1.872274203034939e-5,1.649488181815045e-5,2.263734122668606e-5,3.3102907716642874e-5
b286060,dopey,TRUE,Alice,2017-01-08 01:37:27,2017-01-08 11:15:41,2017-01-08 11:53:58,calibration_intercept,-6.238260682158826e-6,-1.3934147826836496e-5,2.3536536309159297e-5,1.9054848561148673e-6,-4.700971387125258e-5,-1.0157904562632807e-7
