"order_id","ordering_route","pref_list_type"
88060,"OP Orders Navigator","Clinic Preference List"
29978,"OP Orders Navigator","Clinic Preference List"
70772,"SmartSet","None"
46194,"SmartSet","None"
93918,"SmartSet","None"
38197,"SmartSet","None"
29959,"SmartSet","None"
99426,"SmartSet","None"
61757,"SmartSet","None"
34927,"OP Orders Navigator","Clinic Preference List"
17449,"OP Orders Navigator","Clinic Preference List"
45340,"OP Orders Navigator","Clinic Preference List"
89575,"OP Orders Navigator","Clinic Preference List"
32570,"OP Orders Navigator","Clinic Preference List"
44978,"OP Orders Navigator","Clinic Preference List"
64529,"OP Orders Navigator","Clinic Preference List"
50031,"OP Orders Navigator","Clinic Preference List"
57553,"OP Orders Navigator","Clinic Preference List"
87698,"OP Orders Navigator","Clinic Preference List"
83243,"OP Orders Navigator","None"
33762,"OP Orders Navigator","Clinic Preference List"
40387,"OP Orders Navigator","Provider Preference List"
54159,"OP Orders Navigator","Clinic Preference List"
93195,"OP Orders Navigator","Clinic Preference List"
45896,"OP Orders Navigator","Clinic Preference List"
96231,"OP Orders Navigator","Clinic Preference List"
70787,"OP Orders Navigator","Clinic Preference List"
83907,"OP Orders Navigator","Clinic Preference List"
21731,"SmartSet","None"
65920,"OP Orders Navigator","Clinic Preference List"
88748,"OP Orders Navigator","Clinic Preference List"
79953,"OP Orders Navigator","Provider Preference List"
21058,"OP Orders Navigator","Provider Preference List"
48593,"OP Orders Navigator","Clinic Preference List"
71181,"OP Orders Navigator","Clinic Preference List"
87384,"OP Orders Navigator","Clinic Preference List"
41024,"OP Orders Navigator","Clinic Preference List"
10361,"OP Orders Navigator","Clinic Preference List"
40607,"OP Orders Navigator","Clinic Preference List"
42249,"Clinician Orders","Clinic Preference List"
96559,"Clinician Orders","Clinic Preference List"
50504,"Clinician Orders","Clinic Preference List"
71891,"Clinician Orders","Clinic Preference List"
55694,"OP Orders Navigator","Clinic Preference List"
81068,"OP Orders Navigator","Clinic Preference List"
38310,"OP Orders Navigator","Clinic Preference List"
76972,"OP Orders Navigator","Clinic Preference List"
67582,"OP Orders Navigator","Clinic Preference List"
52570,"OP Orders Navigator","Clinic Preference List"
30322,"OP Orders Navigator","Clinic Preference List"
22475,"OP Orders Navigator","Clinic Preference List"
82721,"OP Orders Navigator","Clinic Preference List"
83622,"OP Orders Navigator","Clinic Preference List"
74942,"SmartSet","None"
93718,"SmartSet","None"
72645,"SmartSet","None"
28332,"SmartSet","None"
76163,"SmartSet","None"
64558,"Clinician Orders","Provider Preference List"
23029,"OP Orders Navigator","None"
32189,"OP Orders Navigator","Clinic Preference List"
89530,"OP Orders Navigator","Clinic Preference List"
24320,"OP Orders Navigator","Clinic Preference List"
27468,"OP Orders Navigator","Clinic Preference List"
43957,"OP Orders Navigator","Clinic Preference List"
52733,"OP Orders Navigator","Clinic Preference List"
97662,"OP Orders Navigator","Provider Preference List"
27252,"OP Orders Navigator","Provider Preference List"
80384,"OP Orders Navigator","Provider Preference List"
59460,"OP Orders Navigator","Provider Preference List"
14102,"OP Orders Navigator","Provider Preference List"
44939,"OP Orders Navigator","Provider Preference List"
74365,"OP Orders Navigator","Provider Preference List"
95555,"OP Orders Navigator","Provider Preference List"
48413,"OP Orders Navigator","Provider Preference List"
64169,"OP Orders Navigator","Provider Preference List"
40759,"OP Orders Navigator","Provider Preference List"
35763,"OP Orders Navigator","Provider Preference List"
71809,"OP Orders Navigator","Provider Preference List"
41224,"OP Orders Navigator","Provider Preference List"
30670,"OP Orders Navigator","Provider Preference List"
72464,"OP Orders Navigator","Provider Preference List"
23333,"OP Orders Navigator","Provider Preference List"
46478,"OP Orders Navigator","Provider Preference List"
44903,"OP Orders Navigator","Clinic Preference List"
68364,"OP Orders Navigator","Provider Preference List"
77510,"OP Orders Navigator","Provider Preference List"
31681,"Clinician Orders","Provider Preference List"
56460,"Clinician Orders","Provider Preference List"
76725,"Clinician Orders","Provider Preference List"
61942,"Clinician Orders","Provider Preference List"
12308,"OP Orders Navigator","Clinic Preference List"
52918,"OP Orders Navigator","Clinic Preference List"
50765,"OP Orders Navigator","Clinic Preference List"
46614,"OP Orders Navigator","Clinic Preference List"
34314,"OP Orders Navigator","Clinic Preference List"
25047,"OP Orders Navigator","Clinic Preference List"
45020,"SmartSet","None"
39062,"SmartSet","None"
44047,"SmartSet","None"
84789,"SmartSet","None"
98527,"SmartSet","None"
20196,"OP Orders Navigator","None"
67875,"OP Orders Navigator","Clinic Preference List"
86602,"OP Orders Navigator","Clinic Preference List"
23445,"OP Orders Navigator","Clinic Preference List"
62752,"OP Orders Navigator","Clinic Preference List"
70995,"OP Orders Navigator","Clinic Preference List"
31133,"OP Orders Navigator","Provider Preference List"
26387,"OP Orders Navigator","Clinic Preference List"
66370,"OP Orders Navigator","Clinic Preference List"
44779,"OP Orders Navigator","Clinic Preference List"
93632,"OP Orders Navigator","Clinic Preference List"
97124,"OP Orders Navigator","Clinic Preference List"
45427,"OP Orders Navigator","Provider Preference List"
32036,"OP Orders Navigator","Provider Preference List"
56913,"OP Orders Navigator","Provider Preference List"
76089,"OP Orders Navigator","Clinic Preference List"
37601,"OP Orders Navigator","Provider Preference List"
85617,"OP Orders Navigator","Provider Preference List"
82013,"OP Orders Navigator","Clinic Preference List"
78898,"OP Orders Navigator","Clinic Preference List"
73350,"OP Orders Navigator","Clinic Preference List"
95041,"OP Orders Navigator","Clinic Preference List"
68870,"OP Orders Navigator","Clinic Preference List"
10237,"OP Orders Navigator","Clinic Preference List"
31240,"OP Orders Navigator","Clinic Preference List"
65074,"OP Orders Navigator","Clinic Preference List"
14967,"OP Orders Navigator","Clinic Preference List"
80382,"OP Orders Navigator","Clinic Preference List"
29203,"OP Orders Navigator","Clinic Preference List"
80478,"OP Orders Navigator","Clinic Preference List"
53508,"OP Orders Navigator","Clinic Preference List"
86374,"SmartSet","None"
45966,"SmartSet","None"
50895,"SmartSet","None"
82386,"SmartSet","None"
13556,"SmartSet","None"
21941,"SmartSet","None"
21022,"Clinician Orders","Clinic Preference List"
79100,"Clinician Orders","Clinic Preference List"
34264,"OP Orders Navigator","Clinic Preference List"
38480,"OP Orders Navigator","Clinic Preference List"
92764,"OP Orders Navigator","Clinic Preference List"
45306,"OP Orders Navigator","Clinic Preference List"
26652,"OP Orders Navigator","Clinic Preference List"
56250,"OP Orders Navigator","Clinic Preference List"
97489,"OP Orders Navigator","Clinic Preference List"
12312,"OP Orders Navigator","Clinic Preference List"
84162,"OP Orders Navigator","Clinic Preference List"
44840,"OP Orders Navigator","Clinic Preference List"
47436,"OP Orders Navigator","None"
61596,"OP Orders Navigator","Clinic Preference List"
12330,"Clinician Orders","Clinic Preference List"
63899,"Clinician Orders","Clinic Preference List"
17295,"OP Orders Navigator","Clinic Preference List"
64623,"OP Orders Navigator","Provider Preference List"
21934,"OP Orders Navigator","Clinic Preference List"
27515,"OP Orders Navigator","Clinic Preference List"
47546,"OP Orders Navigator","Clinic Preference List"
72504,"OP Orders Navigator","Provider Preference List"
45585,"OP Orders Navigator","Provider Preference List"
53858,"OP Orders Navigator","Clinic Preference List"
40909,"OP Orders Navigator","Clinic Preference List"
10867,"OP Orders Navigator","Clinic Preference List"
35700,"OP Orders Navigator","Clinic Preference List"
43193,"OP Orders Navigator","Clinic Preference List"
45235,"OP Orders Navigator","Provider Preference List"
82576,"OP Orders Navigator","Provider Preference List"
39424,"OP Orders Navigator","Provider Preference List"
83303,"OP Orders Navigator","Provider Preference List"
50490,"OP Orders Navigator","Clinic Preference List"
82676,"OP Orders Navigator","Provider Preference List"
21255,"OP Orders Navigator","Provider Preference List"
62796,"OP Orders Navigator","Provider Preference List"
72204,"OP Orders Navigator","Clinic Preference List"
58075,"OP Orders Navigator","Provider Preference List"
33949,"OP Orders Navigator","Provider Preference List"
89669,"OP Orders Navigator","Clinic Preference List"
56812,"OP Orders Navigator","Clinic Preference List"
44101,"OP Orders Navigator","Clinic Preference List"
86076,"OP Orders Navigator","None"
76754,"OP Orders Navigator","Clinic Preference List"
10950,"OP Orders Navigator","Clinic Preference List"
64150,"OP Orders Navigator","Clinic Preference List"
38225,"OP Orders Navigator","Clinic Preference List"
51172,"OP Orders Navigator","Clinic Preference List"
12123,"OP Orders Navigator","Clinic Preference List"
33846,"OP Orders Navigator","Provider Preference List"
65801,"OP Orders Navigator","None"
30468,"OP Orders Navigator","None"
69863,"OP Orders Navigator","None"
89072,"OP Orders Navigator","None"
75146,"OP Orders Navigator","None"
92247,"OP Orders Navigator","None"
97296,"OP Orders Navigator","None"
10091,"OP Orders Navigator","None"
22318,"OP Orders Navigator","None"
25867,"Clinician Orders","Clinic Preference List"
74857,"Clinician Orders","Clinic Preference List"
19627,"Clinician Orders","Clinic Preference List"
76142,"Clinician Orders","Clinic Preference List"
66262,"Clinician Orders","Clinic Preference List"
62015,"OP Orders Navigator","Clinic Preference List"
59669,"OP Orders Navigator","Clinic Preference List"
13805,"OP Orders Navigator","Clinic Preference List"
48505,"OP Orders Navigator","Clinic Preference List"
75796,"OP Orders Navigator","Clinic Preference List"
94497,"OP Orders Navigator","Provider Preference List"
83109,"Clinician Orders","Clinic Preference List"
35796,"OP Orders Navigator","Clinic Preference List"
81665,"OP Orders Navigator","Clinic Preference List"
49931,"SmartSet","None"
33643,"SmartSet","None"
11831,"SmartSet","None"
68865,"SmartSet","None"
99095,"OP Orders Navigator","Clinic Preference List"
62251,"OP Orders Navigator","Clinic Preference List"
63074,"SmartSet","None"
22795,"OP Orders Navigator","Clinic Preference List"
60004,"OP Orders Navigator","Clinic Preference List"
11199,"OP Orders Navigator","None"
65231,"OP Orders Navigator","Provider Preference List"
68586,"OP Orders Navigator","Clinic Preference List"
10768,"OP Orders Navigator","Clinic Preference List"
96287,"OP Orders Navigator","Clinic Preference List"
76932,"OP Orders Navigator","Provider Preference List"
90950,"OP Orders Navigator","Clinic Preference List"
87176,"OP Orders Navigator","Clinic Preference List"
92617,"Clinician Orders","Clinic Preference List"
51300,"Clinician Orders","Provider Preference List"
34518,"OP Orders Navigator","Clinic Preference List"
24836,"OP Orders Navigator","Clinic Preference List"
41666,"OP Orders Navigator","Clinic Preference List"
91149,"OP Orders Navigator","Clinic Preference List"
76765,"OP Orders Navigator","Clinic Preference List"
54762,"Clinician Orders","Provider Preference List"
80300,"OP Orders Navigator","Clinic Preference List"
41232,"OP Orders Navigator","Clinic Preference List"
29156,"OP Orders Navigator","Clinic Preference List"
28442,"OP Orders Navigator","Clinic Preference List"
34291,"OP Orders Navigator","Clinic Preference List"
89004,"OP Orders Navigator","Clinic Preference List"
33944,"SmartSet","None"
71582,"OP Orders Navigator","Clinic Preference List"
28577,"OP Orders Navigator","Clinic Preference List"
31938,"OP Orders Navigator","Clinic Preference List"
28907,"OP Orders Navigator","Clinic Preference List"
88280,"OP Orders Navigator","Clinic Preference List"
48230,"OP Orders Navigator","Clinic Preference List"
66383,"OP Orders Navigator","Clinic Preference List"
24118,"OP Orders Navigator","Clinic Preference List"
19949,"OP Orders Navigator","Clinic Preference List"
58419,"OP Orders Navigator","Clinic Preference List"
31676,"OP Orders Navigator","Clinic Preference List"
57179,"OP Orders Navigator","Clinic Preference List"
85014,"OP Orders Navigator","Clinic Preference List"
18914,"OP Orders Navigator","Clinic Preference List"
15075,"OP Orders Navigator","Clinic Preference List"
23887,"OP Orders Navigator","Provider Preference List"
70648,"OP Orders Navigator","Clinic Preference List"
36734,"OP Orders Navigator","Provider Preference List"
80373,"OP Orders Navigator","Clinic Preference List"
10641,"OP Orders Navigator","Clinic Preference List"
88811,"OP Orders Navigator","Clinic Preference List"
90445,"OP Orders Navigator","Clinic Preference List"
72285,"OP Orders Navigator","Provider Preference List"
61178,"OP Orders Navigator","Provider Preference List"
44205,"OP Orders Navigator","Clinic Preference List"
98863,"OP Orders Navigator","Clinic Preference List"
97606,"OP Orders Navigator","Clinic Preference List"
30101,"OP Orders Navigator","Clinic Preference List"
16745,"OP Orders Navigator","Provider Preference List"
53813,"OP Orders Navigator","Provider Preference List"
86932,"OP Orders Navigator","Provider Preference List"
14799,"OP Orders Navigator","Provider Preference List"
92684,"OP Orders Navigator","Clinic Preference List"
42265,"OP Orders Navigator","Clinic Preference List"
30826,"OP Orders Navigator","Clinic Preference List"
22526,"OP Orders Navigator","Clinic Preference List"
87131,"OP Orders Navigator","Clinic Preference List"
62046,"OP Orders Navigator","Clinic Preference List"
60277,"OP Orders Navigator","Clinic Preference List"
23334,"OP Orders Navigator","Clinic Preference List"
17606,"OP Orders Navigator","Clinic Preference List"
68538,"OP Orders Navigator","Clinic Preference List"
14257,"OP Orders Navigator","Clinic Preference List"
76336,"OP Orders Navigator","Clinic Preference List"
59331,"OP Orders Navigator","Provider Preference List"
73588,"OP Orders Navigator","Provider Preference List"
88422,"OP Orders Navigator","Clinic Preference List"
70689,"OP Orders Navigator","Clinic Preference List"
68005,"OP Orders Navigator","Clinic Preference List"
12950,"OP Orders Navigator","Clinic Preference List"
25510,"OP Orders Navigator","Provider Preference List"
47803,"OP Orders Navigator","Provider Preference List"
82697,"OP Orders Navigator","Provider Preference List"
16317,"OP Orders Navigator","Clinic Preference List"
32009,"OP Orders Navigator","Clinic Preference List"
67078,"OP Orders Navigator","Clinic Preference List"
52169,"OP Orders Navigator","Clinic Preference List"
84481,"OP Orders Navigator","Clinic Preference List"
99529,"OP Orders Navigator","Clinic Preference List"
16021,"OP Orders Navigator","Clinic Preference List"
41974,"OP Orders Navigator","Clinic Preference List"
37881,"OP Orders Navigator","Clinic Preference List"
61160,"SmartSet","None"
52948,"SmartSet","None"
88796,"SmartSet","None"
19358,"SmartSet","None"
71372,"SmartSet","None"
28353,"SmartSet","None"
89057,"SmartSet","None"
22426,"SmartSet","None"
69009,"OP Orders Navigator","Clinic Preference List"
66920,"OP Orders Navigator","Clinic Preference List"
73351,"Clinician Orders","Clinic Preference List"
34080,"Clinician Orders","Clinic Preference List"
31386,"OP Orders Navigator","Provider Preference List"
71739,"OP Orders Navigator","Provider Preference List"
14049,"OP Orders Navigator","Provider Preference List"
78809,"OP Orders Navigator","Clinic Preference List"
14602,"OP Orders Navigator","Clinic Preference List"
58935,"OP Orders Navigator","Clinic Preference List"
91175,"OP Orders Navigator","Clinic Preference List"
72644,"OP Orders Navigator","Clinic Preference List"
89980,"OP Orders Navigator","Clinic Preference List"
44572,"OP Orders Navigator","Clinic Preference List"
35586,"OP Orders Navigator","Clinic Preference List"
30230,"OP Orders Navigator","Clinic Preference List"
67440,"OP Orders Navigator","Clinic Preference List"
48010,"OP Orders Navigator","Clinic Preference List"
71822,"OP Orders Navigator","Clinic Preference List"
35182,"OP Orders Navigator","Provider Preference List"
59991,"Clinician Orders","Clinic Preference List"
77742,"Clinician Orders","Clinic Preference List"
30715,"OP Orders Navigator","Clinic Preference List"
92917,"OP Orders Navigator","Clinic Preference List"
79756,"OP Orders Navigator","Clinic Preference List"
85492,"Clinician Orders","Clinic Preference List"
85967,"Clinician Orders","Clinic Preference List"
92584,"SmartSet","None"
65813,"SmartSet","None"
93771,"SmartSet","None"
20595,"SmartSet","None"
29542,"SmartSet","None"
18739,"SmartSet","None"
69223,"SmartSet","None"
60608,"SmartSet","None"
61675,"SmartSet","None"
48550,"SmartSet","None"
77388,"OP Orders Navigator","Clinic Preference List"
59283,"OP Orders Navigator","Clinic Preference List"
68687,"OP Orders Navigator","Clinic Preference List"
66484,"Clinician Orders","Clinic Preference List"
17461,"OP Orders Navigator","Provider Preference List"
10346,"OP Orders Navigator","Provider Preference List"
69955,"OP Orders Navigator","Provider Preference List"
66570,"OP Orders Navigator","Provider Preference List"
92615,"Clinician Orders","Clinic Preference List"
66242,"SmartSet","None"
27467,"SmartSet","None"
98120,"SmartSet","None"
65504,"SmartSet","None"
13349,"SmartSet","None"
97843,"SmartSet","None"
71747,"SmartSet","None"
77118,"OP Orders Navigator","Clinic Preference List"
66967,"OP Orders Navigator","Clinic Preference List"
93449,"OP Orders Navigator","Clinic Preference List"
48438,"OP Orders Navigator","Clinic Preference List"
73078,"OP Orders Navigator","Clinic Preference List"
35804,"OP Orders Navigator","Clinic Preference List"
92405,"OP Orders Navigator","Clinic Preference List"
57469,"SmartSet","None"
69463,"SmartSet","None"
22890,"SmartSet","None"
32781,"OP Orders Navigator","Provider Preference List"
57477,"OP Orders Navigator","Clinic Preference List"
98189,"OP Orders Navigator","Clinic Preference List"
95296,"OP Orders Navigator","Clinic Preference List"
47888,"OP Orders Navigator","Clinic Preference List"
68173,"OP Orders Navigator","Clinic Preference List"
98551,"OP Orders Navigator","Clinic Preference List"
39569,"OP Orders Navigator","Clinic Preference List"
69571,"OP Orders Navigator","Clinic Preference List"
14024,"OP Orders Navigator","None"
16307,"OP Orders Navigator","Clinic Preference List"
32224,"OP Orders Navigator","Clinic Preference List"
24703,"OP Orders Navigator","Clinic Preference List"
73770,"OP Orders Navigator","Clinic Preference List"
20216,"OP Orders Navigator","Clinic Preference List"
44792,"OP Orders Navigator","Clinic Preference List"
80584,"OP Orders Navigator","None"
13909,"OP Orders Navigator","Clinic Preference List"
23295,"OP Orders Navigator","Clinic Preference List"
81290,"OP Orders Navigator","Clinic Preference List"
62898,"OP Orders Navigator","Clinic Preference List"
13358,"OP Orders Navigator","Clinic Preference List"
38462,"OP Orders Navigator","Clinic Preference List"
91927,"OP Orders Navigator","None"
77021,"OP Orders Navigator","Provider Preference List"
99778,"OP Orders Navigator","Provider Preference List"
74218,"OP Orders Navigator","Clinic Preference List"
66060,"OP Orders Navigator","Clinic Preference List"
54672,"OP Orders Navigator","Clinic Preference List"
90889,"OP Orders Navigator","Clinic Preference List"
81898,"OP Orders Navigator","Clinic Preference List"
25285,"OP Orders Navigator","Clinic Preference List"
33405,"OP Orders Navigator","Clinic Preference List"
38622,"OP Orders Navigator","Clinic Preference List"
27949,"OP Orders Navigator","Clinic Preference List"
96349,"OP Orders Navigator","Clinic Preference List"
72689,"OP Orders Navigator","Clinic Preference List"
64272,"OP Orders Navigator","Clinic Preference List"
13079,"OP Orders Navigator","Clinic Preference List"
49711,"OP Orders Navigator","Clinic Preference List"
25191,"OP Orders Navigator","Clinic Preference List"
25830,"OP Orders Navigator","Clinic Preference List"
74663,"OP Orders Navigator","Clinic Preference List"
82827,"OP Orders Navigator","Clinic Preference List"
95498,"OP Orders Navigator","Clinic Preference List"
11920,"OP Orders Navigator","Clinic Preference List"
94241,"OP Orders Navigator","Clinic Preference List"
52059,"OP Orders Navigator","Clinic Preference List"
32648,"SmartSet","None"
61610,"SmartSet","None"
98025,"OP Orders Navigator","Clinic Preference List"
88616,"OP Orders Navigator","Provider Preference List"
67352,"OP Orders Navigator","Provider Preference List"
43925,"OP Orders Navigator","Provider Preference List"
47636,"OP Orders Navigator","Provider Preference List"
72345,"Clinician Orders","Clinic Preference List"
82190,"OP Orders Navigator","Clinic Preference List"
73864,"OP Orders Navigator","Clinic Preference List"
85833,"OP Orders Navigator","Clinic Preference List"
64906,"OP Orders Navigator","Clinic Preference List"
20862,"OP Orders Navigator","Clinic Preference List"
59072,"OP Orders Navigator","None"
54878,"OP Orders Navigator","None"
98397,"OP Orders Navigator","None"
70792,"OP Orders Navigator","Clinic Preference List"
20852,"OP Orders Navigator","Clinic Preference List"
29610,"OP Orders Navigator","Clinic Preference List"
21805,"OP Orders Navigator","Clinic Preference List"
69381,"OP Orders Navigator","Clinic Preference List"
69672,"OP Orders Navigator","None"
20837,"OP Orders Navigator","Clinic Preference List"
84366,"OP Orders Navigator","Clinic Preference List"
72100,"SmartSet","None"
84347,"SmartSet","None"
66247,"SmartSet","None"
86024,"SmartSet","None"
48310,"SmartSet","None"
37619,"Clinician Orders","Clinic Preference List"
37123,"Clinician Orders","Clinic Preference List"
95222,"OP Orders Navigator","Clinic Preference List"
33464,"OP Orders Navigator","Clinic Preference List"
20327,"OP Orders Navigator","Clinic Preference List"
91120,"OP Orders Navigator","Clinic Preference List"
89027,"OP Orders Navigator","Clinic Preference List"
49809,"OP Orders Navigator","Clinic Preference List"
27348,"OP Orders Navigator","Clinic Preference List"
81906,"OP Orders Navigator","Clinic Preference List"
38702,"OP Orders Navigator","Clinic Preference List"
32438,"Clinician Orders","Provider Preference List"
28708,"Clinician Orders","Clinic Preference List"
11056,"OP Orders Navigator","Clinic Preference List"
62216,"OP Orders Navigator","Clinic Preference List"
78098,"OP Orders Navigator","Clinic Preference List"
66061,"OP Orders Navigator","Clinic Preference List"
49040,"OP Orders Navigator","Clinic Preference List"
90803,"OP Orders Navigator","Clinic Preference List"
40062,"OP Orders Navigator","Clinic Preference List"
35241,"OP Orders Navigator","Clinic Preference List"
77473,"OP Orders Navigator","Clinic Preference List"
47220,"OP Orders Navigator","None"
22763,"OP Orders Navigator","Provider Preference List"
53983,"OP Orders Navigator","Provider Preference List"
69805,"OP Orders Navigator","Clinic Preference List"
14805,"OP Orders Navigator","Clinic Preference List"
71806,"OP Orders Navigator","Clinic Preference List"
64020,"OP Orders Navigator","Clinic Preference List"
22141,"OP Orders Navigator","Clinic Preference List"
31195,"OP Orders Navigator","Clinic Preference List"
51683,"OP Orders Navigator","Clinic Preference List"
45077,"OP Orders Navigator","Clinic Preference List"
89911,"SmartSet","None"
78327,"OP Orders Navigator","None"
20761,"OP Orders Navigator","Clinic Preference List"
93114,"OP Orders Navigator","Clinic Preference List"
86573,"OP Orders Navigator","Clinic Preference List"
14311,"OP Orders Navigator","Clinic Preference List"
21973,"Clinician Orders","Clinic Preference List"
61162,"Clinician Orders","Clinic Preference List"
94641,"Clinician Orders","Clinic Preference List"
90094,"OP Orders Navigator","Clinic Preference List"
82587,"OP Orders Navigator","Clinic Preference List"
88897,"OP Orders Navigator","Clinic Preference List"
68892,"OP Orders Navigator","Clinic Preference List"
79008,"OP Orders Navigator","Clinic Preference List"
59591,"OP Orders Navigator","Clinic Preference List"
31957,"OP Orders Navigator","Clinic Preference List"
11431,"OP Orders Navigator","Clinic Preference List"
27060,"OP Orders Navigator","Clinic Preference List"
37902,"Clinician Orders","Clinic Preference List"
50040,"OP Orders Navigator","Clinic Preference List"
78766,"OP Orders Navigator","Clinic Preference List"
51604,"SmartSet","None"
29449,"SmartSet","None"
12420,"SmartSet","None"
39969,"SmartSet","None"
39714,"SmartSet","None"
30374,"SmartSet","None"
15417,"SmartSet","None"
38140,"SmartSet","None"
88051,"SmartSet","None"
50145,"SmartSet","None"
26986,"SmartSet","None"
41245,"SmartSet","None"
40917,"SmartSet","None"
54892,"SmartSet","None"
98375,"SmartSet","None"
89204,"SmartSet","None"
80111,"SmartSet","None"
72990,"OP Orders Navigator","Clinic Preference List"
40890,"OP Orders Navigator","Clinic Preference List"
47729,"OP Orders Navigator","Clinic Preference List"
97504,"OP Orders Navigator","Clinic Preference List"
30964,"OP Orders Navigator","Clinic Preference List"
36525,"OP Orders Navigator","Clinic Preference List"
42420,"OP Orders Navigator","Clinic Preference List"
53098,"OP Orders Navigator","Provider Preference List"
20942,"OP Orders Navigator","Provider Preference List"
22644,"OP Orders Navigator","Provider Preference List"
74632,"OP Orders Navigator","Provider Preference List"
18697,"OP Orders Navigator","Provider Preference List"
42342,"OP Orders Navigator","Provider Preference List"
59625,"OP Orders Navigator","Provider Preference List"
64540,"OP Orders Navigator","Provider Preference List"
20092,"OP Orders Navigator","Clinic Preference List"
72368,"OP Orders Navigator","Clinic Preference List"
94566,"OP Orders Navigator","Clinic Preference List"
78731,"OP Orders Navigator","Clinic Preference List"
98946,"OP Orders Navigator","Clinic Preference List"
61568,"OP Orders Navigator","Clinic Preference List"
76650,"OP Orders Navigator","Provider Preference List"
48803,"OP Orders Navigator","Provider Preference List"
51461,"OP Orders Navigator","Provider Preference List"
85368,"OP Orders Navigator","Provider Preference List"
15470,"Clinician Orders","Provider Preference List"
28680,"OP Orders Navigator","Clinic Preference List"
16505,"OP Orders Navigator","Provider Preference List"
54941,"OP Orders Navigator","Clinic Preference List"
82914,"OP Orders Navigator","Provider Preference List"
91237,"OP Orders Navigator","Clinic Preference List"
18967,"OP Orders Navigator","Clinic Preference List"
28349,"OP Orders Navigator","Provider Preference List"
14768,"OP Orders Navigator","Clinic Preference List"
12440,"OP Orders Navigator","Clinic Preference List"
35106,"OP Orders Navigator","Clinic Preference List"
59137,"OP Orders Navigator","Clinic Preference List"
44372,"OP Orders Navigator","Clinic Preference List"
77503,"OP Orders Navigator","Provider Preference List"
97545,"OP Orders Navigator","Clinic Preference List"
95743,"OP Orders Navigator","Clinic Preference List"
67110,"OP Orders Navigator","Clinic Preference List"
12207,"OP Orders Navigator","Clinic Preference List"
64025,"OP Orders Navigator","Clinic Preference List"
14043,"OP Orders Navigator","Clinic Preference List"
45641,"OP Orders Navigator","None"
35904,"OP Orders Navigator","None"
67990,"OP Orders Navigator","Clinic Preference List"
52919,"OP Orders Navigator","None"
68832,"OP Orders Navigator","Provider Preference List"
21290,"Clinician Orders","Clinic Preference List"
41746,"Clinician Orders","Clinic Preference List"
79976,"Clinician Orders","Clinic Preference List"
33423,"Clinician Orders","Clinic Preference List"
97821,"Clinician Orders","Clinic Preference List"
38477,"Clinician Orders","Clinic Preference List"
79231,"OP Orders Navigator","Provider Preference List"
93205,"OP Orders Navigator","Clinic Preference List"
21112,"Clinician Orders","Clinic Preference List"
85680,"OP Orders Navigator","Clinic Preference List"
73308,"OP Orders Navigator","Clinic Preference List"
31275,"OP Orders Navigator","Clinic Preference List"
95386,"OP Orders Navigator","Clinic Preference List"
27784,"OP Orders Navigator","Clinic Preference List"
33008,"OP Orders Navigator","Clinic Preference List"
37357,"OP Orders Navigator","Provider Preference List"
17047,"OP Orders Navigator","Provider Preference List"
75974,"OP Orders Navigator","Provider Preference List"
60792,"OP Orders Navigator","Provider Preference List"
56992,"OP Orders Navigator","Clinic Preference List"
72027,"OP Orders Navigator","Provider Preference List"
44699,"OP Orders Navigator","Provider Preference List"
35436,"OP Orders Navigator","Provider Preference List"
92585,"OP Orders Navigator","Provider Preference List"
63189,"OP Orders Navigator","Clinic Preference List"
26283,"Clinician Orders","Clinic Preference List"
85835,"SmartSet","None"
74430,"SmartSet","None"
78349,"SmartSet","None"
19685,"SmartSet","None"
31662,"SmartSet","None"
12852,"SmartSet","None"
47453,"Clinician Orders","Clinic Preference List"
86197,"Clinician Orders","Clinic Preference List"
35159,"OP Orders Navigator","None"
51567,"OP Orders Navigator","Clinic Preference List"
94920,"OP Orders Navigator","Clinic Preference List"
54977,"OP Orders Navigator","Clinic Preference List"
89250,"OP Orders Navigator","Clinic Preference List"
67913,"OP Orders Navigator","Clinic Preference List"
68134,"OP Orders Navigator","Clinic Preference List"
31629,"OP Orders Navigator","Clinic Preference List"
34011,"OP Orders Navigator","Clinic Preference List"
19460,"OP Orders Navigator","Clinic Preference List"
95942,"OP Orders Navigator","Provider Preference List"
14738,"OP Orders Navigator","Provider Preference List"
60630,"OP Orders Navigator","Provider Preference List"
36795,"OP Orders Navigator","Provider Preference List"
37260,"OP Orders Navigator","Provider Preference List"
83363,"OP Orders Navigator","Provider Preference List"
84933,"OP Orders Navigator","Clinic Preference List"
93471,"OP Orders Navigator","Clinic Preference List"
33508,"OP Orders Navigator","Clinic Preference List"
19197,"OP Orders Navigator","Clinic Preference List"
20755,"OP Orders Navigator","Clinic Preference List"
32130,"OP Orders Navigator","Clinic Preference List"
66698,"OP Orders Navigator","Clinic Preference List"
13452,"OP Orders Navigator","Clinic Preference List"
91784,"OP Orders Navigator","Clinic Preference List"
74831,"OP Orders Navigator","Clinic Preference List"
87586,"OP Orders Navigator","Clinic Preference List"
56331,"OP Orders Navigator","Clinic Preference List"
65563,"OP Orders Navigator","Clinic Preference List"
54828,"OP Orders Navigator","Clinic Preference List"
68542,"OP Orders Navigator","Clinic Preference List"
